dayTveg	Tvplot1_top	a
258.785	14.4488	14.4488
258.792	14.4663	
258.799	14	
258.806	13.3975	13.3975
258.813	13.3275	
258.819	13.62	
258.826	13.4825	13.4825
258.833	13.2363	
258.84	13.6213	
258.847	13.4463	13.4463
258.854	13.3575	
258.861	13.1813	
258.868	12.89	12.89
258.875	13.135	
258.882	13.1625	
258.889	13.2738	13.2738
258.896	13.1725	
258.903	13.2475	
258.91	13.1375	13.1375
258.917	13.155	
258.924	13.485	
258.931	13.2913	13.2913
258.938	12.9938	
258.944	12.2363	
258.951	11.0263	11.0263
258.958	9.43625	
258.965	8.69	
258.972	8.96375	8.96375
258.979	8.5225	
258.986	8.3775	
258.993	8.75375	8.75375
259	8.9	
259.007	9.0075	
259.014	8.9775	8.9775
259.021	8.945	
259.028	9.2925	
259.035	9.55375	9.55375
259.042	9.21375	
259.049	8.7275	
259.056	7.92	7.92
259.063	7.43	
259.069	7.6225	
259.076	7.5375	7.5375
259.083	7.70625	
259.09	7.21813	
259.097	6.84988	6.84988
259.104	6.72188	
259.111	6.57	
259.118	6.1225	6.1225
259.125	6.02713	
259.132	5.71388	
259.139	5.54088	5.54088
259.146	5.47075	
259.153	5.42012	
259.16	5.36775	5.36775
259.167	5.11713	
259.174	5.1435	
259.181	4.93588	4.93588
259.188	4.7095	
259.194	4.57413	
259.201	4.52225	4.52225
259.208	4.48875	
259.215	4.354	
259.222	4.34625	4.34625
259.229	4.36925	
259.236	4.14613	
259.243	3.99188	3.99188
259.25	3.77938	
259.257	3.75013	
259.264	3.60238	3.60238
259.271	3.80975	
259.278	3.81175	
259.285	3.85163	3.85163
259.292	4.7145	
259.299	5.58763	
259.306	5.93025	5.93025
259.313	6.50138	
259.319	6.97913	
259.326	7.86775	7.86775
259.333	8.91375	
259.34	9.97375	
259.347	10.655	10.655
259.354	11.7025	
259.361	12.7275	
259.368	13.3513	13.3513
259.375	13.7213	
259.382	13.6125	
259.389	14.6738	14.6738
259.396	15.5663	
259.403	16.3038	
259.41	16.725	16.725
259.417	17.59	
259.424	17.86	
259.431	18.6575	18.6575
259.438	19.4625	
259.444	18.8988	
259.451	19.3663	19.3663
259.458	20.3163	
259.465	22.2125	
259.472	21.0938	21.0938
259.479	18.58	
259.486	17.7975	
259.493	16.655	16.655
259.5	16.9788	
259.507	17.165	
259.514	18.25	18.25
259.521	18.9538	
259.528	20.7875	
259.535	19.2825	19.2825
259.542	18.175	
259.549	19.1288	
259.556	20.7988	20.7988
259.563	21.1888	
259.569	19.945	
259.576	19.1975	19.1975
259.583	19.9363	
259.59	21.4113	
259.597	21.3738	21.3738
259.604	22.7038	
259.611	20.8838	
259.618	20.5675	20.5675
259.625	19.4638	
259.632	20.8388	
259.639	18.7225	18.7225
259.646	17.7538	
259.653	18.0025	
259.66	17.6875	17.6875
259.667	17.0975	
259.674	16.4625	
259.681	16.1488	16.1488
259.688	16.6338	
259.694	17.405	
259.701	18.035	18.035
259.708	17.4738	
259.715	17.4138	
259.722	15.785	15.785
259.729	14.455	
259.736	14.2988	
259.743	14.2625	14.2625
259.75	14.5463	
259.757	13.6875	
259.764	13.3575	13.3575
259.771	12.3713	
259.778	11.4975	
259.785	10.9925	10.9925
259.792	10.3475	
259.799	9.9875	
259.806	9.7	9.7
259.813	9.6275	
259.819	8.86125	
259.826	8.3675	8.3675
259.833	7.96	
259.84	7.81625	
259.847	7.67375	7.67375
259.854	7.47788	
259.861	7.39525	
259.868	7.85875	7.85875
259.875	7.54375	
259.882	7.28363	
259.889	7.27863	7.27863
259.896	6.92025	
259.903	6.54713	
259.91	6.32288	6.32288
259.917	6.535	
259.924	7.04238	
259.931	7.43875	7.43875
259.938	7.58	
259.944	7.72625	
259.951	8.0775	8.0775
259.958	8.25875	
259.965	8.04125	
259.972	7.73875	7.73875
259.979	7.33	
259.986	7.43375	
259.993	7.585	7.585
260	7.87125	
260.007	8.0925	
260.014	8.0875	8.0875
260.021	8.03875	
260.028	8.07625	
260.035	8.17	8.17
260.042	8.38875	
260.049	8.5525	
260.056	8.77375	8.77375
260.063	9.01625	
260.069	9.14375	
260.076	9.29	9.29
260.083	9.44625	
260.09	9.5075	
260.097	9.57	9.57
260.104	9.67	
260.111	9.7775	
260.118	9.81625	9.81625
260.125	9.82875	
260.132	9.78125	
260.139	9.715	9.715
260.146	9.62	
260.153	9.41625	
260.16	9.47125	9.47125
260.167	9.34375	
260.174	9.16	
260.181	9.22125	9.22125
260.188	9.33	
260.194	9.38125	
260.201	9.44	9.44
260.208	9.16875	
260.215	8.36625	
260.222	8.10375	8.10375
260.229	8.4625	
260.236	8.675	
260.243	8.85	8.85
260.25	8.98	
260.257	8.98125	
260.264	8.9975	8.9975
260.271	8.9175	
260.278	9.0025	
260.285	9.13	9.13
260.292	9.09	
260.299	9.1875	
260.306	9.57625	9.57625
260.313	10.3125	
260.319	10.8463	
260.326	11.3838	11.3838
260.333	11.705	
260.34	11.9825	
260.347	12.2638	12.2638
260.354	12.7038	
260.361	12.8613	
260.368	12.9275	12.9275
260.375	13.23	
260.382	13.4075	
260.389	13.555	13.555
260.396	13.8888	
260.403	14.4338	
260.41	15.0013	15.0013
260.417	15.3225	
260.424	16.025	
260.431	16.4913	16.4913
260.438	16.7063	
260.444	17.095	
260.451	17.2325	17.2325
260.458	18.3838	
260.465	19.125	
260.472	20.42	20.42
260.479	19.78	
260.486	20.3025	
260.493	18.565	18.565
260.5	18.1838	
260.507	20.5325	
260.514	19.4413	19.4413
260.521	19.7888	
260.528	19.1975	
260.535	19.9313	19.9313
260.542	20.7075	
260.549	19.4588	
260.556	19.18	19.18
260.563	20.75	
260.569	18.8138	
260.576	18.9638	18.9638
260.583	21.35	
260.59	21.0925	
260.597	18.7988	18.7988
260.604	18.7475	
260.611	18.675	
260.618	18.8175	18.8175
260.625	19.0288	
260.632	18.96	
260.639	18.74	18.74
260.646	18.9263	
260.653	18.7963	
260.66	18.3175	18.3175
260.667	18.3425	
260.674	18.31	
260.681	18.1938	18.1938
260.688	18.2413	
260.694	17.9525	
260.701	17.6263	17.6263
260.708	17.4413	
260.715	17.3575	
260.722	16.9438	16.9438
260.729	16.5063	
260.736	16.3213	
260.743	16.2125	16.2125
260.75	15.985	
260.757	15.7413	
260.764	15.58	15.58
260.771	15.4275	
260.778	15.3625	
260.785	15.2913	15.2913
260.792	15.1688	
260.799	15.0875	
260.806	15.0738	15.0738
260.813	14.9925	
260.819	14.7763	
260.826	14.5725	14.5725
260.833	14.35	
260.84	14.1675	
260.847	14.3325	14.3325
260.854	14.3	
260.861	14.2838	
260.868	14.3725	14.3725
260.875	14.4663	
260.882	14.575	
260.889	14.4813	14.4813
260.896	14.4813	
260.903	14.4363	
260.91	14.3488	14.3488
260.917	14.31	
260.924	14.1413	
260.931	14.0463	14.0463
260.938	13.9825	
260.944	13.9525	
260.951	13.7088	13.7088
260.958	13.5538	
260.965	13.415	
260.972	13.6063	13.6063
260.979	13.7738	
260.986	13.7475	
260.993	13.6275	13.6275
261	13.5975	
261.007	13.7975	
261.014	13.8138	13.8138
261.021	13.8675	
261.028	13.7875	
261.035	13.7988	13.7988
261.042	13.5225	
261.049	13.3713	
261.056	13.4975	13.4975
261.063	13.3425	
261.069	13.2075	
261.076	13.195	13.195
261.083	13.0075	
261.09	12.8725	
261.097	12.6875	12.6875
261.104	12.5563	
261.111	12.55	
261.118	12.6675	12.6675
261.125	12.7463	
261.132	12.7425	
261.139	12.725	12.725
261.146	12.715	
261.153	12.6763	
261.16	12.6713	12.6713
261.167	12.5938	
261.174	12.55	
261.181	12.395	12.395
261.188	12.2638	
261.194	12.0313	
261.201	11.5375	11.5375
261.208	11.2688	
261.215	10.6113	
261.222	9.7075	9.7075
261.229	9.20375	
261.236	8.58375	
261.243	8.48375	8.48375
261.25	8.23875	
261.257	8.285	
261.264	7.92	7.92
261.271	7.22213	
261.278	7.10988	
261.285	7.269	7.269
261.292	7.19563	
261.299	7.25825	
261.306	7.88625	7.88625
261.313	8.68	
261.319	9.47125	
261.326	10.2063	10.2063
261.333	10.5062	
261.34	9.985	
261.347	9.7875	9.7875
261.354	9.96875	
261.361	10.7325	
261.368	12.0413	12.0413
261.375	13.1163	
261.382	13.6163	
261.389	14.0838	14.0838
261.396	14.3138	
261.403	14.9263	
261.41	15.4975	15.4975
261.417	15.8375	
261.424	16.1375	
261.431	16.2013	16.2013
261.438	16.3275	
261.444	16.64	
261.451	16.8875	16.8875
261.458	17.5225	
261.465	17.64	
261.472	17.71	17.71
261.479	17.7825	
261.486	17.9738	
261.493	18.0088	18.0088
261.5	17.9263	
261.507	18.0425	
261.514	18.3825	18.3825
261.521	18.6238	
261.528	18.7525	
261.535	18.6775	18.6775
261.542	18.4525	
261.549	18.8713	
261.556	19.3038	19.3038
261.563	19.0763	
261.569	19.4	
261.576	19.4525	19.4525
261.583	19.5388	
261.59	19.5175	
261.597	19.485	19.485
261.604	19.6538	
261.611	19.43	
261.618	19.29	19.29
261.625	19.0038	
261.632	19.0063	
261.639	18.8213	18.8213
261.646	18.5175	
261.653	18.3275	
261.66	17.9538	17.9538
261.667	18.0775	
261.674	18.4688	
261.681	17.9013	17.9013
261.688	17.8588	
261.694	17.5838	
261.701	17.5025	17.5025
261.708	17.3575	
261.715	16.7313	
261.722	16.6	16.6
261.729	16.2738	
261.736	16.0088	
261.743	15.8038	15.8038
261.75	15.545	
261.757	15.2375	
261.764	15.1025	15.1025
261.771	14.9388	
261.778	14.8275	
261.785	14.8	14.8
261.792	14.5075	
261.799	14.2988	
261.806	14.2988	14.2988
261.813	14.3263	
261.819	14.1863	
261.826	14.0675	14.0675
261.833	14.1175	
261.84	14.2175	
261.847	14.1075	14.1075
261.854	14.06	
261.861	13.9075	
261.868	13.7725	13.7725
261.875	13.6363	
261.882	13.5338	
261.889	13.4538	13.4538
261.896	13.3113	
261.903	12.9788	
261.91	12.5363	12.5363
261.917	11.8338	
261.924	11.135	
261.931	10.6138	10.6138
261.938	10.2225	
261.944	9.85125	
261.951	10.125	10.125
261.958	9.6725	
261.965	10.2675	
261.972	10.0675	10.0675
261.979	9.66	
261.986	9.1275	
261.993	8.9025	8.9025
262	9.0225	
262.007	8.22875	
262.014	7.79125	7.79125
262.021	7.75625	
262.028	7.57	
262.035	7.625	7.625
262.042	7.66	
262.049	7.2045	
262.056	7.5725	7.5725
262.063	7.7325	
262.069	7.4975	
262.076	7.2725	7.2725
262.083	6.93188	
262.09	6.76763	
262.097	7.12725	7.12725
262.104	7.93125	
262.111	7.54	
262.118	7.02938	7.02938
262.125	6.886	
262.132	6.75563	
262.139	6.70413	6.70413
262.146	7.34	
262.153	8.09875	
262.16	7.80875	7.80875
262.167	7.23725	
262.174	7.049	
262.181	7.365	7.365
262.188	8.01375	
262.194	8.3875	
262.201	8.61125	8.61125
262.208	8.80375	
262.215	9.1425	
262.222	8.905	8.905
262.229	8.745	
262.236	8.3975	
262.243	9.1975	9.1975
262.25	9.245	
262.257	8.755	
262.264	8.4125	8.4125
262.271	7.88875	
262.278	8.1825	
262.285	8.3325	8.3325
262.292	8.53375	
262.299	8.44875	
262.306	8.71125	8.71125
262.313	8.98875	
262.319	9.23	
262.326	9.87375	9.87375
262.333	11.8725	
262.34	13.1463	
262.347	13.5463	13.5463
262.354	12.99	
262.361	13.4763	
262.368	13.6525	13.6525
262.375	13.5675	
262.382	13.9738	
262.389	14.5038	14.5038
262.396	15.9475	
262.403	16.7288	
262.41	17.9563	17.9563
262.417	17.4113	
262.424	17.2988	
262.431	17.1825	17.1825
262.438	17.2113	
262.444	19.02	
262.451	18.5963	18.5963
262.458	18.4113	
262.465	17.6588	
262.472	18.0288	18.0288
262.479	18.715	
262.486	19.5225	
262.493	21.8675	21.8675
262.5	21.9188	
262.507	20.6275	
262.514	19.9863	19.9863
262.521	20	
262.528	20.7175	
262.535	20.8675	20.8675
262.542	22.635	
262.549	20.8938	
262.556	22.3838	22.3838
262.563	24.3975	
262.569	21.42	
262.576	21.18	21.18
262.583	19.22	
262.59	19.4638	
262.597	19.4475	19.4475
262.604	20.1563	
262.611	20.2688	
262.618	21.645	21.645
262.625	21.5638	
262.632	22.7413	
262.639	21.9713	21.9713
262.646	21.4675	
262.653	20.2363	
262.66	21.005	21.005
262.667	20.0663	
262.674	19.1825	
262.681	20.0575	20.0575
262.688	20.2788	
262.694	20.6813	
262.701	19.7813	19.7813
262.708	19.3	
262.715	18.5513	
262.722	17.8938	17.8938
262.729	17.8838	
262.736	17.5988	
262.743	17.2238	17.2238
262.75	17.3163	
262.757	16.1188	
262.764	15.1288	15.1288
262.771	14.1413	
262.778	13.2325	
262.785	12.2113	12.2113
262.792	11.3238	
262.799	10.7163	
262.806	10.355	10.355
262.813	10.1463	
262.819	10.1963	
262.826	11.175	11.175
262.833	11.1363	
262.84	10.605	
262.847	10.2838	10.2838
262.854	10.1288	
262.861	9.9	
262.868	10.39	10.39
262.875	11.1088	
262.882	11.5738	
262.889	11.8463	11.8463
262.896	12.0363	
262.903	12.1563	
262.91	12.1563	12.1563
262.917	12.3138	
262.924	12.365	
262.931	12.4488	12.4488
262.938	12.59	
262.944	12.8263	
262.951	12.87	12.87
262.958	12.9613	
262.965	12.8125	
262.972	12.74	12.74
262.979	12.6363	
262.986	12.5225	
262.993	12.4963	12.4963
263	12.4975	
263.007	12.6125	
263.014	12.865	12.865
263.021	12.8225	
263.028	12.7913	
263.035	12.8338	12.8338
263.042	12.8275	
263.049	12.6013	
263.056	12.325	12.325
263.063	12.1488	
263.069	12.3388	
263.076	12.4963	12.4963
263.083	12.6938	
263.09	12.5863	
263.097	12.4613	12.4613
263.104	12.4125	
263.111	12.4625	
263.118	12.4125	12.4125
263.125	12.4363	
263.132	12.3813	
263.139	12.3313	12.3313
263.146	12.2975	
263.153	12.3213	
263.16	12.3463	12.3463
263.167	12.3413	
263.174	12.3975	
263.181	12.4288	12.4288
263.188	12.3663	
263.194	12.4313	
263.201	12.1663	12.1663
263.208	11.6975	
263.215	11.405	
263.222	11.39	11.39
263.229	11.105	
263.236	10.6013	
263.243	10.7425	10.7425
263.25	10.7463	
263.257	10.7875	
263.264	11.2313	11.2313
263.271	11.1988	
263.278	11.25	
263.285	11.3475	11.3475
263.292	11.4475	
263.299	11.61	
263.306	11.8675	11.8675
263.313	11.9263	
263.319	12.15	
263.326	12.305	12.305
263.333	12.4513	
263.34	12.825	
263.347	13.2275	13.2275
263.354	13.7113	
263.361	14.0025	
263.368	14.7	14.7
263.375	14.7563	
263.382	15.2675	
263.389	15.8588	15.8588
263.396	15.79	
263.403	15.855	
263.41	16.3288	16.3288
263.417	16.905	
263.424	17.0325	
263.431	17.4763	17.4763
263.438	17.32	
263.444	17.4263	
263.451	17.8425	17.8425
263.458	17.9513	
263.465	18.1613	
263.472	18.7563	18.7563
263.479	18.61	
263.486	18.4313	
263.493	18.4513	18.4513
263.5	19.17	
263.507	19.5325	
263.514	19.9713	19.9713
263.521	20.46	
263.528	19.585	
263.535	19.4875	19.4875
263.542	20.6363	
263.549	20.2075	
263.556	19.8813	19.8813
263.563	19.735	
263.569	19.3213	
263.576	18.8175	18.8175
263.583	19.1275	
263.59	19.7938	
263.597	19.6475	19.6475
263.604	19.6613	
263.611	20.0163	
263.618	20.5663	20.5663
263.625	19.7938	
263.632	16.56	
263.639	15.9813	15.9813
263.646	15.8175	
263.653	15.7838	
263.66	16.0588	16.0588
263.667	16.0025	
263.674	16.11	
263.681	15.9	15.9
263.688	15.5388	
263.694	15.4163	
263.701	15.1675	15.1675
263.708	14.8488	
263.715	14.785	
263.722	14.6013	14.6013
263.729	14.3463	
263.736	14.2463	
263.743	14.2788	14.2788
263.75	14.1888	
263.757	14.0575	
263.764	13.7675	13.7675
263.771	13.4413	
263.778	13.32	
263.785	13.1975	13.1975
263.792	13.07	
263.799	12.8963	
263.806	12.7825	12.7825
263.813	12.5488	
263.819	12.4675	
263.826	12.2775	12.2775
263.833	12.2413	
263.84	12.1363	
263.847	12.3038	12.3038
263.854	12.0125	
263.861	12.005	
263.868	12.0313	12.0313
263.875	11.9025	
263.882	11.9388	
263.889	11.82	11.82
263.896	11.9038	
263.903	11.96	
263.91	11.9263	11.9263
263.917	11.66	
263.924	11.6237	
263.931	11.63	11.63
263.938	11.5888	
263.944	11.5938	
263.951	11.64	11.64
263.958	11.5213	
263.965	11.465	
263.972	11.4238	11.4238
263.979	11.3938	
263.986	11.3363	
263.993	11.3738	11.3738
264	11.6625	
264.007	11.65	
264.014	11.7438	11.7438
264.021	11.4663	
264.028	11.2988	
264.035	11.17	11.17
264.042	11.055	
264.049	10.9725	
264.056	10.965	10.965
264.063	10.8538	
264.069	10.7375	
264.076	10.7088	10.7088
264.083	10.6263	
264.09	10.5913	
264.097	10.515	10.515
264.104	10.2413	
264.111	10.285	
264.118	10.145	10.145
264.125	10.1788	
264.132	10.3025	
264.139	10.3738	10.3738
264.146	10.24	
264.153	10.265	
264.16	10.1388	10.1388
264.167	10.08	
264.174	10.0838	
264.181	10.1488	10.1488
264.188	10.1	
264.194	10.1638	
264.201	10.145	10.145
264.208	10.2613	
264.215	10.3462	
264.222	10.275	10.275
264.229	10.2813	
264.236	10.1525	
264.243	10.1863	10.1863
264.25	10.0913	
264.257	10.1013	
264.264	10.1325	10.1325
264.271	9.77	
264.278	9.53	
264.285	8.78625	8.78625
264.292	8.5825	
264.299	8.78125	
264.306	9.15375	9.15375
264.313	9.4075	
264.319	9.9175	
264.326	10.2788	10.2788
264.333	10.6375	
264.34	11.0375	
264.347	11.5913	11.5913
264.354	12.0513	
264.361	12.2625	
264.368	12.5875	12.5875
264.375	12.8063	
264.382	13.1675	
264.389	14.05	14.05
264.396	15.1538	
264.403	15.2713	
264.41	15.9013	15.9013
264.417	15.8625	
264.424	16.4013	
264.431	17.0775	17.0775
264.438	17.6088	
264.444	17.8888	
264.451	18.44	18.44
264.458	19.0313	
264.465	20.2538	
264.472	20.7288	20.7288
264.479	20.69	
264.486	21.3588	
264.493	21.8038	21.8038
264.5	22.2338	
264.507	22.58	
264.514	20.44	20.44
264.521	19.7363	
264.528	18.0213	
264.535	17.4413	17.4413
264.542	20.1638	
264.549	21.7788	
264.556	19.6925	19.6925
264.563	20.155	
264.569	22.115	
264.576	22.3963	22.3963
264.583	19.9125	
264.59	20.935	
264.597	17.72	17.72
264.604	21.8425	
264.611	19.9088	
264.618	21.2088	21.2088
264.625	17.92	
264.632	18.2138	
264.639	18.3925	18.3925
264.646	17.8763	
264.653	19.3013	
264.66	17.4713	17.4713
264.667	17.37	
264.674	17.4113	
264.681	17.4675	17.4675
264.688	17.5038	
264.694	17.4813	
264.701	18.79	18.79
264.708	17.5063	
264.715	16.2988	
264.722	16.24	16.24
264.729	16.07	
264.736	15.66	
264.743	14.4363	14.4363
264.75	13.7163	
264.757	12.95	
264.764	11.9838	11.9838
264.771	11.6575	
264.778	10.7238	
264.785	10.1388	10.1388
264.792	9.6275	
264.799	9.07375	
264.806	8.6875	8.6875
264.813	8.465	
264.819	8.05625	
264.826	7.84	7.84
264.833	7.6125	
264.84	7.3605	
264.847	7.14375	7.14375
264.854	7.01838	
264.861	6.897	
264.868	6.73425	6.73425
264.875	6.58588	
264.882	6.4415	
264.889	6.27825	6.27825
264.896	6.28275	
264.903	6.23913	
264.91	6.18538	6.18538
264.917	6.45763	
264.924	7.10338	
264.931	7.93625	7.93625
264.938	8.58625	
264.944	8.8775	
264.951	9.23625	9.23625
264.958	9.56375	
264.965	9.75375	
264.972	9.92875	9.92875
264.979	9.955	
264.986	10.0788	
264.993	10.1813	10.1813
265	10.2138	
265.007	10.3238	
265.014	10.5138	10.5138
265.021	10.1163	
265.028	9.04875	
265.035	8.485	8.485
265.042	8.14875	
265.049	8.09375	
265.056	8.18875	8.18875
265.063	8.32625	
265.069	9.05875	
265.076	9.42	9.42
265.083	9.5075	
265.09	9.7875	
265.097	10.07	10.07
265.104	10.1862	
265.111	10.3025	
265.118	10.2975	10.2975
265.125	10.2775	
265.132	10.28	
265.139	10.3338	10.3338
265.146	10.2213	
265.153	10.2025	
265.16	10.185	10.185
265.167	10.2413	
265.174	10.2738	
265.181	10.2588	10.2588
265.188	10.2338	
265.194	10.26	
265.201	10.3163	10.3163
265.208	10.3588	
265.215	10.3425	
265.222	10.3838	10.3838
265.229	10.5238	
265.236	10.555	
265.243	10.655	10.655
265.25	10.535	
265.257	10.3625	
265.264	10.2425	10.2425
265.271	10.485	
265.278	10.4825	
265.285	10.6663	10.6663
265.292	10.6488	
265.299	10.4175	
265.306	10.0738	10.0738
265.313	9.86	
265.319	10.0775	
265.326	10.4075	10.4075
265.333	11.2875	
265.34	11.8175	
265.347	11.78	11.78
265.354	13.3613	
265.361	13.1438	
265.368	13.8538	13.8538
265.375	14.0975	
265.382	14.23	
265.389	15.25	15.25
265.396	15.6738	
265.403	16.8813	
265.41	17.2513	17.2513
265.417	18.055	
265.424	19.08	
265.431	20.5663	20.5663
265.438	17.8963	
265.444	19.6288	
265.451	18.0425	18.0425
265.458	15.3113	
265.465	15.4538	
265.472	16.0038	16.0038
265.479	19.0525	
265.486	16.6963	
265.493	16.4763	16.4763
265.5	17.5675	
265.507	16.525	
265.514	18.0175	18.0175
265.521	18.6813	
265.528	18.16	
265.535	17.5538	17.5538
265.542	21.8163	
265.549	22.4125	
265.556	17.3913	17.3913
265.563	18.5038	
265.569	19.7925	
265.576	18.2413	18.2413
265.583	21.585	
265.59	19.135	
265.597	17.7813	17.7813
265.604	16.815	
265.611	18.3513	
265.618	16.8113	16.8113
265.625	17.1875	
265.632	16.6088	
265.639	16.175	16.175
265.646	18.2188	
265.653	18.16	
265.66	19.6575	19.6575
265.667	16.1238	
265.674	13.6275	
265.681	11.8738	11.8738
265.688	11.9125	
265.694	12.7738	
265.701	13.3213	13.3213
265.708	13.1738	
265.715	13.275	
265.722	13.2463	13.2463
265.729	12.7113	
265.736	12.2263	
265.743	12.8438	12.8438
265.75	13.785	
265.757	13.79	
265.764	13.0688	13.0688
265.771	11.9088	
265.778	11.0113	
265.785	10.56	10.56
265.792	10.58	
265.799	9.93	
265.806	9.8075	9.8075
265.813	9.465	
265.819	9.33625	
265.826	9.2275	9.2275
265.833	9.00125	
265.84	8.75375	
265.847	8.4475	8.4475
265.854	8.25	
265.861	7.8825	
265.868	8.1225	8.1225
265.875	8.18	
265.882	7.85875	
265.889	7.50113	7.50113
265.896	7.189	
265.903	7.463	
265.91	7.44913	7.44913
265.917	7.38363	
265.924	7.64825	
265.931	7.53088	7.53088
265.938	7.57125	
265.944	7.86625	
265.951	8.08125	8.08125
265.958	8.1325	
265.965	8.2125	
265.972	8.21375	8.21375
265.979	7.99875	
265.986	8.24875	
265.993	8.48375	8.48375
266	8.385	
266.007	8.3725	
266.014	8.25125	8.25125
266.021	8.08375	
266.028	7.7875	
266.035	7.95625	7.95625
266.042	8.41875	
266.049	8.56375	
266.056	8.555	8.555
266.063	8.43625	
266.069	8.5875	
266.076	8.3475	8.3475
266.083	8.49375	
266.09	8.2125	
266.097	8.13625	8.13625
266.104	8.16375	
266.111	8.10875	
266.118	8.08875	8.08875
266.125	7.94375	
266.132	8.1325	
266.139	8.1475	8.1475
266.146	7.74125	
266.153	7.80875	
266.16	7.83125	7.83125
266.167	7.7	
266.174	7.79125	
266.181	7.6725	7.6725
266.188	7.30138	
266.194	7.00638	
266.201	6.81788	6.81788
266.208	6.965	
266.215	6.90938	
266.222	6.954	6.954
266.229	6.73413	
266.236	6.9355	
266.243	6.9265	6.9265
266.25	6.92388	
266.257	7.179	
266.264	7.1395	7.1395
266.271	7.22325	
266.278	6.76825	
266.285	6.74988	6.74988
266.292	7.07025	
266.299	7.64875	
266.306	8.0025	8.0025
266.313	8.08875	
266.319	8.58125	
266.326	9.05875	9.05875
266.333	9.5	
266.34	10.0013	
266.347	10.5125	10.5125
266.354	11.075	
266.361	11.8275	
266.368	12.3625	12.3625
266.375	12.9338	
266.382	14.385	
266.389	15.26	15.26
266.396	16.2775	
266.403	16.8963	
266.41	17.17	17.17
266.417	17.7413	
266.424	18.0763	
266.431	17.8388	17.8388
266.438	18.6963	
266.444	17.9425	
266.451	16.6688	16.6688
266.458	16.6038	
266.465	19.3538	
266.472	19.4688	19.4688
266.479	21.8588	
266.486	18.7175	
266.493	19.3475	19.3475
266.5	19.6788	
266.507	21.9688	
266.514	22.0838	22.0838
266.521	19.2375	
266.528	17.4188	
266.535	22.835	22.835
266.542	21.8038	
266.556	22.2538	
266.563	22.5663	22.5663
266.569	22.2825	
