  1.4400000e+002             NaN             NaN             NaN             NaN
  1.4402083e+002             NaN             NaN             NaN             NaN
  1.4404167e+002             NaN             NaN             NaN             NaN
  1.4406250e+002             NaN             NaN             NaN             NaN
  1.4408333e+002             NaN             NaN             NaN             NaN
  1.4410417e+002             NaN             NaN             NaN             NaN
  1.4412500e+002             NaN             NaN             NaN             NaN
  1.4414583e+002             NaN             NaN             NaN             NaN
  1.4416667e+002             NaN             NaN             NaN             NaN
  1.4418750e+002             NaN             NaN             NaN             NaN
  1.4420833e+002             NaN             NaN             NaN             NaN
  1.4422917e+002             NaN             NaN             NaN             NaN
  1.4425000e+002             NaN             NaN             NaN             NaN
  1.4427083e+002             NaN             NaN             NaN             NaN
  1.4429167e+002             NaN             NaN             NaN             NaN
  1.4431250e+002             NaN             NaN             NaN             NaN
  1.4433333e+002             NaN             NaN             NaN             NaN
  1.4435417e+002             NaN             NaN             NaN             NaN
  1.4437500e+002             NaN             NaN             NaN             NaN
  1.4439583e+002             NaN             NaN             NaN             NaN
  1.4441667e+002             NaN             NaN             NaN             NaN
  1.4443750e+002             NaN             NaN             NaN             NaN
  1.4445833e+002             NaN             NaN             NaN             NaN
  1.4447917e+002             NaN             NaN             NaN             NaN
  1.4450000e+002             NaN             NaN             NaN             NaN
  1.4452083e+002             NaN             NaN             NaN             NaN
  1.4454167e+002             NaN             NaN             NaN             NaN
  1.4456250e+002             NaN             NaN             NaN             NaN
  1.4458333e+002             NaN             NaN             NaN             NaN
  1.4460417e+002             NaN             NaN             NaN             NaN
  1.4462500e+002             NaN             NaN             NaN             NaN
  1.4464583e+002             NaN             NaN             NaN             NaN
  1.4466667e+002             NaN             NaN             NaN             NaN
  1.4468750e+002             NaN             NaN             NaN             NaN
  1.4470833e+002             NaN             NaN             NaN             NaN
  1.4472917e+002             NaN             NaN             NaN             NaN
  1.4475000e+002             NaN             NaN             NaN             NaN
  1.4477083e+002             NaN             NaN             NaN             NaN
  1.4479167e+002             NaN             NaN             NaN             NaN
  1.4481250e+002             NaN             NaN             NaN             NaN
  1.4483333e+002             NaN             NaN             NaN             NaN
  1.4485417e+002             NaN             NaN             NaN             NaN
  1.4487500e+002             NaN             NaN             NaN             NaN
