103.00   	0.50
109.00   	0.50
130.00   	2.20
156.00   	3.76
157.00   	3.80
160.00   	4.00
166.00   	4.20
169.00   	4.40
183.00   	4.51
196.00   	3.00
198.00   	2.99
213.00   	3.29
