0	NaN	NaN	NaN
0.020833	NaN	NaN	NaN
0.041667	NaN	NaN	NaN
0.0625	NaN	NaN	NaN
0.083333	NaN	NaN	NaN
0.104167	NaN	NaN	NaN
0.125	NaN	NaN	NaN
0.145833	NaN	NaN	NaN
0.166667	NaN	NaN	NaN
0.1875	NaN	NaN	NaN
0.208333	NaN	NaN	NaN
0.229167	NaN	NaN	NaN
0.25	NaN	NaN	NaN
0.270833	NaN	NaN	NaN
0.291667	NaN	NaN	NaN
0.3125	NaN	NaN	NaN
0.333333	NaN	NaN	NaN
0.354167	NaN	NaN	NaN
0.375	NaN	NaN	NaN
0.395833	NaN	NaN	NaN
0.416667	NaN	NaN	NaN
0.4375	NaN	NaN	NaN
0.458333	NaN	NaN	NaN
0.479167	NaN	NaN	NaN
0.5	NaN	NaN	NaN
0.520833	NaN	NaN	NaN
0.541667	NaN	NaN	NaN
0.5625	NaN	NaN	NaN
0.583333	NaN	NaN	NaN
0.604167	NaN	NaN	NaN
0.625	NaN	NaN	NaN
0.645833	NaN	NaN	NaN
0.666667	NaN	NaN	NaN
0.6875	NaN	NaN	NaN
0.708333	NaN	NaN	NaN
0.729167	NaN	NaN	NaN
0.75	NaN	NaN	NaN
0.770833	NaN	NaN	NaN
0.791667	NaN	NaN	NaN
0.8125	NaN	NaN	NaN
0.833333	NaN	NaN	NaN
0.854167	NaN	NaN	NaN
0.875	NaN	NaN	NaN
0.895833	NaN	NaN	NaN
0.916667	NaN	NaN	NaN
0.9375	NaN	NaN	NaN
0.958333	NaN	NaN	NaN
0.979167	NaN	NaN	NaN
1	NaN	NaN	NaN
1.020833	NaN	NaN	NaN
1.041667	NaN	NaN	NaN
1.0625	NaN	NaN	NaN
1.083333	NaN	NaN	NaN
1.104167	NaN	NaN	NaN
1.125	NaN	NaN	NaN
1.145833	NaN	NaN	NaN
1.166667	NaN	NaN	NaN
1.1875	NaN	NaN	NaN
1.208333	NaN	NaN	NaN
1.229167	NaN	NaN	NaN
1.25	NaN	NaN	NaN
1.270833	NaN	NaN	NaN
1.291667	NaN	NaN	NaN
1.3125	NaN	NaN	NaN
1.333333	NaN	NaN	NaN
1.354167	NaN	NaN	NaN
1.375	NaN	NaN	NaN
1.395833	NaN	NaN	NaN
1.416667	NaN	NaN	NaN
1.4375	NaN	NaN	NaN
1.458333	NaN	NaN	NaN
1.479167	NaN	NaN	NaN
1.5	NaN	NaN	NaN
1.520833	NaN	NaN	NaN
1.541667	NaN	NaN	NaN
1.5625	NaN	NaN	NaN
1.583333	NaN	NaN	NaN
1.604167	NaN	NaN	NaN
1.625	NaN	NaN	NaN
1.645833	NaN	NaN	NaN
1.666667	NaN	NaN	NaN
1.6875	NaN	NaN	NaN
1.708333	NaN	NaN	NaN
1.729167	NaN	NaN	NaN
1.75	NaN	NaN	NaN
1.770833	NaN	NaN	NaN
1.791667	NaN	NaN	NaN
1.8125	NaN	NaN	NaN
1.833333	NaN	NaN	NaN
1.854167	NaN	NaN	NaN
1.875	NaN	NaN	NaN
1.895833	NaN	NaN	NaN
1.916667	NaN	NaN	NaN
1.9375	NaN	NaN	NaN
1.958333	NaN	NaN	NaN
1.979167	NaN	NaN	NaN
2	NaN	NaN	NaN
2.020833	NaN	NaN	NaN
2.041667	NaN	NaN	NaN
2.0625	NaN	NaN	NaN
2.083333	NaN	NaN	NaN
2.104167	NaN	NaN	NaN
2.125	NaN	NaN	NaN
2.145833	NaN	NaN	NaN
2.166667	NaN	NaN	NaN
2.1875	NaN	NaN	NaN
2.208333	NaN	NaN	NaN
2.229167	NaN	NaN	NaN
2.25	NaN	NaN	NaN
2.270833	NaN	NaN	NaN
2.291667	NaN	NaN	NaN
2.3125	NaN	NaN	NaN
2.333333	NaN	NaN	NaN
2.354167	NaN	NaN	NaN
2.375	NaN	NaN	NaN
2.395833	NaN	NaN	NaN
2.416667	NaN	NaN	NaN
2.4375	NaN	NaN	NaN
2.458333	NaN	NaN	NaN
2.479167	NaN	NaN	NaN
2.5	NaN	NaN	NaN
2.520833	NaN	NaN	NaN
2.541667	NaN	NaN	NaN
2.5625	NaN	NaN	NaN
2.583333	NaN	NaN	NaN
2.604167	NaN	NaN	NaN
2.625	NaN	NaN	NaN
2.645833	NaN	NaN	NaN
2.666667	NaN	NaN	NaN
2.6875	NaN	NaN	NaN
2.708333	NaN	NaN	NaN
2.729167	NaN	NaN	NaN
2.75	NaN	NaN	NaN
2.770833	NaN	NaN	NaN
2.791667	NaN	NaN	NaN
2.8125	NaN	NaN	NaN
2.833333	NaN	NaN	NaN
2.854167	NaN	NaN	NaN
2.875	NaN	NaN	NaN
2.895833	NaN	NaN	NaN
2.916667	NaN	NaN	NaN
2.9375	NaN	NaN	NaN
2.958333	NaN	NaN	NaN
2.979167	NaN	NaN	NaN
3	NaN	NaN	NaN
3.020833	NaN	NaN	NaN
3.041667	NaN	NaN	NaN
3.0625	NaN	NaN	NaN
3.083333	NaN	NaN	NaN
3.104167	NaN	NaN	NaN
3.125	NaN	NaN	NaN
3.145833	NaN	NaN	NaN
3.166667	NaN	NaN	NaN
3.1875	NaN	NaN	NaN
3.208333	NaN	NaN	NaN
3.229167	NaN	NaN	NaN
3.25	NaN	NaN	NaN
3.270833	NaN	NaN	NaN
3.291667	NaN	NaN	NaN
3.3125	NaN	NaN	NaN
3.333333	NaN	NaN	NaN
3.354167	NaN	NaN	NaN
3.375	NaN	NaN	NaN
3.395833	NaN	NaN	NaN
3.416667	NaN	NaN	NaN
3.4375	NaN	NaN	NaN
3.458333	NaN	NaN	NaN
3.479167	NaN	NaN	NaN
3.5	NaN	NaN	NaN
3.520833	NaN	NaN	NaN
3.541667	NaN	NaN	NaN
3.5625	NaN	NaN	NaN
3.583333	NaN	NaN	NaN
3.604167	NaN	NaN	NaN
3.625	NaN	NaN	NaN
3.645833	NaN	NaN	NaN
3.666667	NaN	NaN	NaN
3.6875	NaN	NaN	NaN
3.708333	NaN	NaN	NaN
3.729167	NaN	NaN	NaN
3.75	NaN	NaN	NaN
3.770833	NaN	NaN	NaN
3.791667	NaN	NaN	NaN
3.8125	NaN	NaN	NaN
3.833333	NaN	NaN	NaN
3.854167	NaN	NaN	NaN
3.875	NaN	NaN	NaN
3.895833	NaN	NaN	NaN
3.916667	NaN	NaN	NaN
3.9375	NaN	NaN	NaN
3.958333	NaN	NaN	NaN
3.979167	NaN	NaN	NaN
4	NaN	NaN	NaN
4.020833	NaN	NaN	NaN
4.041667	NaN	NaN	NaN
4.0625	NaN	NaN	NaN
4.083333	NaN	NaN	NaN
4.104167	NaN	NaN	NaN
4.125	NaN	NaN	NaN
4.145833	NaN	NaN	NaN
4.166667	NaN	NaN	NaN
4.1875	NaN	NaN	NaN
4.208333	NaN	NaN	NaN
4.229167	NaN	NaN	NaN
4.25	NaN	NaN	NaN
4.270833	NaN	NaN	NaN
4.291667	NaN	NaN	NaN
4.3125	NaN	NaN	NaN
4.333333	NaN	NaN	NaN
4.354167	NaN	NaN	NaN
4.375	NaN	NaN	NaN
4.395833	NaN	NaN	NaN
4.416667	NaN	NaN	NaN
4.4375	NaN	NaN	NaN
4.458333	NaN	NaN	NaN
4.479167	NaN	NaN	NaN
4.5	NaN	NaN	NaN
4.520833	NaN	NaN	NaN
4.541667	NaN	NaN	NaN
4.5625	NaN	NaN	NaN
4.583333	NaN	NaN	NaN
4.604167	NaN	NaN	NaN
4.625	NaN	NaN	NaN
4.645833	NaN	NaN	NaN
4.666667	NaN	NaN	NaN
4.6875	NaN	NaN	NaN
4.708333	NaN	NaN	NaN
4.729167	NaN	NaN	NaN
4.75	NaN	NaN	NaN
4.770833	NaN	NaN	NaN
4.791667	NaN	NaN	NaN
4.8125	NaN	NaN	NaN
4.833333	NaN	NaN	NaN
4.854167	NaN	NaN	NaN
4.875	NaN	NaN	NaN
4.895833	NaN	NaN	NaN
4.916667	NaN	NaN	NaN
4.9375	NaN	NaN	NaN
4.958333	NaN	NaN	NaN
4.979167	NaN	NaN	NaN
5	NaN	NaN	NaN
5.020833	NaN	NaN	NaN
5.041667	NaN	NaN	NaN
5.0625	NaN	NaN	NaN
5.083333	NaN	NaN	NaN
5.104167	NaN	NaN	NaN
5.125	NaN	NaN	NaN
5.145833	NaN	NaN	NaN
5.166667	NaN	NaN	NaN
5.1875	NaN	NaN	NaN
5.208333	NaN	NaN	NaN
5.229167	NaN	NaN	NaN
5.25	NaN	NaN	NaN
5.270833	NaN	NaN	NaN
5.291667	NaN	NaN	NaN
5.3125	NaN	NaN	NaN
5.333333	NaN	NaN	NaN
5.354167	NaN	NaN	NaN
5.375	NaN	NaN	NaN
5.395833	NaN	NaN	NaN
5.416667	NaN	NaN	NaN
5.4375	NaN	NaN	NaN
5.458333	NaN	NaN	NaN
5.479167	NaN	NaN	NaN
5.5	NaN	NaN	NaN
5.520833	NaN	NaN	NaN
