Day	Month	Year	Hour	Minute	julday	NEE_f	LE_f	H_f	Tair_f	Tsoil_f	Rg_f	VPD_f	Reco	GPP_f
14	4	2013	0	0	104	1.6083	12.84342	-20.16032	11.80091	9.37687	-0.02676	2.73472	1.54676	-0.06154
14	4	2013	0	30	104	1.6048	14.49172	-20.98921	12.04295	9.35937	-0.01633	2.96016	1.54506	-0.05974
14	4	2013	1	0	104	1.3394	11.89384	-18.60279	12.25187	9.37141	-0.02035	3.13417	1.54623	0.20683
14	4	2013	1	30	104	1.5123	15.20052	-21.03177	12.38877	9.39201	-0.02871	3.20489	1.54823	0.03593
14	4	2013	2	0	104	2.0693	21.6019	-29.84359	12.68603	9.42317	-0.04473	3.49524	1.55125	-0.51805
14	4	2013	2	30	104	1.8336	18.18431	-24.47003	12.64946	9.46129	-0.04895	3.37516	1.56027	-0.27333
14	4	2013	3	0	104	1.525	12.2409	-17.66256	12.5244	9.49044	-0.03569	3.15123	1.56844	0.04344
14	4	2013	3	30	104	1.4884	9.10417	-14.44892	12.35615	9.50406	-0.02327	2.91495	1.5751	0.0867
14	4	2013	4	0	104	1.2248	5.6747	-9.32582	12.28026	9.49977	0.03406	2.80477	1.58001	0.35521
14	4	2013	4	30	104	1.3227	6.75389	-10.67457	12.27095	9.49592	3.08992	2.77134	1.58495	0.26225
14	4	2013	5	0	104	1.0415	7.64988	-10.79942	12.31833	9.51735	12.83338	2.76039	1.59241	0.55091
14	4	2013	5	30	104	-0.321	15.40562	-12.20984	12.7635	9.59566	49.61508	3.07581	1.60555	1.92655
14	4	2013	6	0	104	0.23988	14.17157	-8.51078	13.11278	9.78405	57.88478	3.25495	1.62983	1.38995
14	4	2013	6	30	104	-1.9009	25.99265	-4.42431	13.52636	10.03019	106.01086	3.51776	1.6602	3.5611
14	4	2013	7	0	104	-2.3773	39.94941	-6.80148	14.02759	10.36196	121.60328	4.00321	1.69969	4.07699
14	4	2013	7	30	104	-1.5708	41.42295	-7.25734	14.43022	10.69463	123.7936	4.3698	1.73978	3.31058
14	4	2013	8	0	104	-0.7687	31.83995	-7.97291	14.53041	10.93149	84.47845	4.32174	1.77031	2.53901
14	4	2013	8	30	104	-2.9403	42.95384	0.18409	15.01283	11.15102	176.78563	4.93132	1.79931	4.73961
14	4	2013	9	0	104	-3.2124	73.69536	-1.69945	15.64503	11.57301	209.95097	5.6438	1.85026	5.06266
14	4	2013	9	30	104	-4.8764	104.02293	10.4284	16.3627	12.06668	333.51596	6.54058	1.90975	6.78615
14	4	2013	10	0	104	-4.6379	115.08389	0.24369	16.98424	12.63092	278.2475	7.31441	1.97799	6.61589
14	4	2013	10	30	104	-3.4549	92.34212	-6.09408	17.1098	12.94832	213.46567	7.51129	2.01975	5.47465
14	4	2013	11	0	104	-4.8265	114.46629	0.40763	17.60199	13.20148	313.05298	8.13222	2.05473	6.88123
14	4	2013	11	30	104	-5.9682	137.06017	16.70709	18.52723	13.80223	460.34067	9.6843	2.1297	8.0979
14	4	2013	12	0	104	-8.6478	167.92599	13.41492	19.24539	14.61047	451.77094	11.13763	2.23012	10.87792
14	4	2013	12	30	104	-7.325	143.0602	21.50457	19.97936	15.41439	559.24536	12.52782	2.3321	9.6571
14	4	2013	13	0	104	-5.4786	203.42914	41.79629	20.55138	16.56232	680.12445	12.11481	2.47785	7.95645
14	4	2013	13	30	104	-5.1637	184.72377	34.49797	21.22445	17.49481	607.93762	12.20027	2.60048	7.76418
14	4	2013	14	0	104	-5.0836	174.46303	28.07669	21.62773	18.12498	568.44269	12.33859	2.68752	7.77112
14	4	2013	14	30	104	-4.1646	167.09464	15.90824	21.85218	18.45727	501.42175	12.31054	2.738	6.9026
14	4	2013	15	0	104	-3.4781	141.1846	3.0514	22.22554	18.59601	446.86984	12.85941	2.76427	6.24237
14	4	2013	15	30	104	-3.082	113.66911	-9.2955	22.53016	18.6696	341.70319	13.28853	2.78236	5.86436
14	4	2013	16	0	104	-5.461	145.21455	-35.56582	22.99927	18.55363	275.47467	14.84407	2.7762	8.2372
14	4	2013	16	30	104	-2.8585	96.21	-36.0784	22.7713	18.28734	172.93491	15.21424	2.75071	5.60921
14	4	2013	17	0	104	-0.137	76.69115	-46.67734	21.98091	17.75761	114.10123	13.66335	2.69155	2.82855
14	4	2013	17	30	104	0.1316	57.02234	-42.15728	21.18593	17.16209	63.13917	12.61115	2.62422	2.49262
14	4	2013	18	0	104	0.4965	21.78418	-22.38806	19.9367	16.51817	27.26167	10.61952	2.55108	2.05458
14	4	2013	18	30	104	1.7393	16.58105	-24.40386	18.80182	15.81247	1.87239	9.35248	2.47066	0.73136
14	4	2013	19	0	104	2.90189	7.56518	-8.61097	18.21332	15.13127	-0.33463	8.84184	2.39382	-0.50807
14	4	2013	19	30	104	3.03928	4.46639	-11.91431	17.50351	14.53043	-0.26605	8.02635	2.32735	-0.71193
14	4	2013	20	0	104	2.94863	1.02576	-10.55511	16.47779	14.00452	-0.27866	6.64344	2.27037	-0.67826
14	4	2013	20	30	104	2.86861	3.46161	-11.01279	15.82869	13.55143	-0.33217	5.97759	2.22244	-0.64617
14	4	2013	21	0	104	2.84476	0.6323	-7.46676	15.55176	13.11658	-0.34978	5.77336	2.17687	-0.66789
14	4	2013	21	30	104	2.84476	4.50297	-18.99774	15.41912	12.71908	-0.34749	5.69276	2.13591	-0.70885
14	4	2013	22	0	104	2.84476	7.02995	-23.3396	15.46597	12.37497	-0.32081	5.7877	2.1014	-0.74336
14	4	2013	22	30	104	2.77407	3.34359	-18.72767	15.21679	12.07363	-0.37805	5.62197	2.07201	-0.70206
14	4	2013	23	0	104	2.2826	3.15442	-11.52672	14.63046	11.79099	-0.43885	5.0914	2.04485	-0.23775
14	4	2013	23	30	104	2.10617	8.26394	-12.67363	13.16746	11.49369	-0.58628	3.80087	2.01598	-0.09019
15	4	2013	0	0	105	2.17668	0.93187	-3.53953	13.4977	11.13362	-0.55062	4.23444	1.97982	-0.19686
15	4	2013	0	30	105	2.2709	0.50667	-2.09447	14.31089	10.80743	-0.56741	5.13686	1.94771	-0.3232
15	4	2013	1	0	105	2.24542	1.72193	7.90968	14.04967	10.53304	-0.58857	5.23214	1.92165	-0.32377
15	4	2013	1	30	105	2.14737	0.21871	0.42451	12.48719	10.27662	-0.64344	3.86581	1.8977	-0.24967
15	4	2013	2	0	105	2.14737	1.83019	-11.31264	12.77059	10.02027	-0.51995	4.1652	1.87376	-0.2736
15	4	2013	2	30	105	2.37338	0.16159	-3.21995	14.75692	9.83996	-0.46819	6.0925	1.85856	-0.51482
15	4	2013	3	0	105	2.24542	-0.05505	1.443	13.99888	9.76803	-0.55263	5.27778	1.85574	-0.38968
15	4	2013	3	30	105	2.37338	-0.12786	-4.453	14.75981	9.69166	-0.45373	5.99801	1.85238	-0.521
15	4	2013	4	0	105	2.33645	8.99998	-18.51899	14.74444	9.57878	-0.19605	5.94947	1.84479	-0.49166
15	4	2013	4	30	105	2.04766	8.96055	-13.08421	12.82353	9.45119	12.50836	4.08986	1.83548	-0.21218
15	4	2013	5	0	105	-0.57873	0.57802	-5.84328	13.78057	9.34806	65.29567	4.9142	1.82894	2.40767
15	4	2013	5	30	105	-0.7598	10.03939	-9.54107	14.9926	9.43871	155.08273	5.67122	1.84466	2.60446
15	4	2013	6	0	105	-3.5103	16.93946	-4.07209	16.54108	9.82084	194.97104	6.70612	1.89441	5.40471
15	4	2013	6	30	105	-3.58643	4.69666	3.55353	17.26003	10.39305	192.66504	7.10773	1.96741	5.55384
15	4	2013	7	0	105	-3.58643	26.62262	-0.31878	17.12532	10.83941	186.10207	7.22357	2.02657	5.613
15	4	2013	7	30	105	-7.0504	84.38847	5.95533	17.42751	11.28569	275.46924	7.5846	2.08661	9.13701
15	4	2013	8	0	105	-7.4243	106.79479	4.71054	17.87997	11.90846	460.2449	7.94944	2.16945	9.59375
15	4	2013	8	30	105	-8.0671	110.9593	12.99866	18.13695	12.69336	429.75763	8.42504	2.27437	10.34147
15	4	2013	9	0	105	-6.6021	122.8551	20.99301	18.31749	13.32839	499.22586	8.44006	2.36218	8.96428
15	4	2013	9	30	105	-8.7347	181.6189	47.36282	18.58005	14.10355	681.42914	8.42761	2.46994	11.20464
15	4	2013	10	0	105	-9.3089	199.47476	55.57108	18.8511	14.96866	607.63928	8.38697	2.5919	11.9008
15	4	2013	10	30	105	-6.5071	126.01302	25.76814	18.61896	15.60285	451.57379	8.04741	2.68493	9.19203
15	4	2013	11	0	105	-2.8147	91.89983	1.14059	17.8139	15.78247	167.70377	7.23399	2.71698	5.53168
15	4	2013	11	30	105	-1.1811	68.31886	-11.94105	16.98753	15.38619	122.97808	6.61947	2.67037	3.85147
15	4	2013	12	0	105	0.65822	50.39923	-16.71966	16.23207	14.95797	61.52813	6.08748	2.61952	1.96131
15	4	2013	12	30	105	-1.20449	26.92227	-7.12899	15.09946	14.50437	83.99927	4.81311	2.56541	3.7699
15	4	2013	13	0	105	-2.54955	36.51059	-2.63405	14.04639	14.18168	125.66877	3.05491	2.52905	5.07859
15	4	2013	13	30	105	-6.52926	84.06287	21.62385	14.32327	14.26148	301.37643	2.88737	2.54677	9.07603
15	4	2013	14	0	105	-7.1799	37.99104	31.71755	14.72147	14.77168	363.09653	3.58656	2.6231	9.803
15	4	2013	14	30	105	-5.1825	66.73261	26.08586	14.86401	15.12664	250.35336	3.52506	2.67906	7.86156
15	4	2013	15	0	105	-3.9218	53.56074	11.30338	14.9413	15.13117	175.66161	3.69608	2.68702	6.60882
15	4	2013	15	30	105	-5.4433	54.98199	15.38421	15.45725	15.14543	253.0446	4.56401	2.69632	8.13962
15	4	2013	16	0	105	-6.9631	76.22839	26.04865	16.16595	15.4354	334.22989	5.33613	2.74408	9.70718
15	4	2013	16	30	105	-4.6039	46.027	10.8365	16.30329	15.79412	173.39204	5.52999	2.80197	7.40587
15	4	2013	17	0	105	-0.4859	8.13702	0.77413	16.04878	15.61128	53.51335	5.20874	2.78373	3.26963
15	4	2013	17	30	105	2.74206	9.51797	-20.5885	15.76422	15.17996	19.09809	4.65086	2.73051	-0.01155
15	4	2013	18	0	105	2.65846	7.83634	-18.44768	15.2248	14.72505	5.5789	3.91911	2.67416	0.01569
15	4	2013	18	30	105	2.23675	-1.07361	0.27726	14.62274	14.28352	0.26744	3.21622	2.61987	0.38313
15	4	2013	19	0	105	2.14074	7.79131	-13.02806	13.83983	13.78656	-0.51425	2.45445	2.55817	0.41743
15	4	2013	19	30	105	2.17589	8.32076	-12.50408	13.19136	13.2642	-0.60639	2.15305	2.49332	0.31743
15	4	2013	20	0	105	2.09859	1.24402	4.67154	12.49053	12.7613	-0.66433	1.76814	2.43151	0.33291
15	4	2013	20	30	105	2.0231	8.94579	-12.60035	11.89083	12.32462	-0.71404	1.55284	2.37897	0.35587
15	4	2013	21	0	105	2.11043	8.95201	-13.67994	11.23305	11.96559	-0.74246	1.17872	2.33707	0.22664
15	4	2013	21	30	105	2.20781	8.18346	-14.09658	11.40178	11.74691	-0.6773	0.94496	2.314	0.10618
15	4	2013	22	0	105	2.28128	-1.62861	-3.59685	11.64428	11.64071	-0.72139	0.95536	2.3059	0.02462
15	4	2013	22	30	105	2.26334	-0.3484	-0.769	11.54485	11.43614	-0.76937	0.9131	2.28466	0.02132
15	4	2013	23	0	105	2.20856	2.14548	1.74842	11.2882	11.31316	-0.74716	0.86952	2.27426	0.06569
15	4	2013	23	30	105	2.1775	4.80466	5.39665	10.77361	11.18042	-0.66732	0.72077	2.26251	0.08502
16	4	2013	0	0	106	2.2155	7.76098	-13.77954	10.23356	10.86366	-0.65403	0.54593	2.22632	0.01083
16	4	2013	0	30	106	2.4054	7.37518	-14.30902	9.7501	10.50061	-0.62106	0.45201	2.18415	-0.22125
16	4	2013	1	0	106	2.37612	7.08847	-13.77208	9.53082	10.15686	-0.60121	0.35704	2.14468	-0.23144
16	4	2013	1	30	106	2.32442	7.14968	-13.88784	9.35708	9.83624	-0.60195	0.30869	2.10837	-0.21605
16	4	2013	2	0	106	2.32521	7.12089	-13.99048	8.89854	9.56911	-0.5715	0.25121	2.07911	-0.2461
16	4	2013	2	30	106	2.3252	7.13469	-13.96918	8.44007	9.34509	-0.50846	0.2117	2.05548	-0.26973
16	4	2013	3	0	106	2.3438	7.27766	-14.13866	8.79886	9.15428	-0.40774	0.14089	2.03614	-0.30766
16	4	2013	3	30	106	2.34496	7.16287	-13.97104	9.08294	9.16199	-0.39174	0.12108	2.04235	-0.30261
16	4	2013	4	0	106	2.3368	7.27975	-14.10337	9.41946	9.19286	-0.28719	0.13087	2.05156	-0.28524
16	4	2013	4	30	106	2.305	7.37713	-14.30282	9.38638	9.18988	3.74447	0.18082	2.0564	-0.2486
16	4	2013	5	0	106	2.39326	-2.26911	-2.21585	9.51726	9.16846	17.84768	0.20568	2.05883	-0.33443
16	4	2013	5	30	106	-7.30275	54.46036	20.92142	9.9194	9.1394	90.98357	0.25033	2.06026	9.36301
16	4	2013	6	0	106	-8.57559	28.61329	24.18464	12.06842	9.25063	216.72533	1.15557	2.08002	10.65561
16	4	2013	6	30	106	-6.10735	73.40151	15.98475	14.20597	9.78741	285.03491	2.93512	2.15626	8.26361
16	4	2013	7	0	106	-6.10145	80.79387	10.89214	15.07664	10.37396	286.76886	4.37576	2.2406	8.34204
16	4	2013	7	30	106	-7.1496	106.616	1.49307	15.58013	10.85881	373.20691	5.74447	2.31249	9.46209
16	4	2013	8	0	106	-7.9999	135.51399	21.04379	16.07478	11.35522	482.08304	6.65205	2.38713	10.38702
16	4	2013	8	30	106	-7.6228	131.50777	17.88558	16.3361	11.98052	425.35162	7.24266	2.48117	10.10397
16	4	2013	9	0	106	-9.146	164.47704	46.33266	17.04865	12.54622	584.68372	8.03089	2.56833	11.71433
16	4	2013	9	30	106	-7.9584	186.50813	69.30405	17.78575	13.21395	645.62634	9.17091	2.67184	10.63024
16	4	2013	10	0	106	-6.933	181.37489	78.23657	18.32044	13.87213	660.22205	9.89931	2.77578	9.70878
16	4	2013	10	30	106	-7.2814	153.17346	54.27018	18.57801	14.47118	497.04047	9.96228	2.87258	10.15398
16	4	2013	11	0	106	-7.335	157.15175	47.54761	18.72448	14.85651	483.89285	10.46937	2.93822	10.27322
16	4	2013	11	30	106	-6.5073	145.32004	33.52317	18.82856	15.19447	417.22589	10.83325	2.98904	9.49634
16	4	2013	12	0	106	-6.4264	141.80934	34.35735	18.74934	15.34018	452.7002	11.09252	3.01053	9.43693
16	4	2013	12	30	106	-6.4648	145.22696	31.87485	18.95707	15.54928	406.61087	11.5773	3.04185	9.50665
16	4	2013	13	0	106	-6.5895	139.37227	21.25056	18.92484	15.64047	381.95874	11.67744	3.05503	9.64453
16	4	2013	13	30	106	-7.3266	150.2934	25.05229	19.15595	15.77719	400.64059	12.114	3.07527	10.40187
16	4	2013	14	0	106	-6.4029	128.40189	21.14653	19.34408	15.9787	415.35651	12.75175	3.10562	9.50852
16	4	2013	14	30	106	-6.8486	138.37711	9.18801	19.44613	16.06947	363.7569	13.86862	3.11881	9.96741
16	4	2013	15	0	106	-3.4227	92.1682	-8.15686	19.13358	16.01002	248.0901	13.84737	3.10863	6.53133
16	4	2013	15	30	106	-2.8826	89.44087	-15.45847	18.96955	15.76121	189.34584	13.99953	3.06913	5.95173
16	4	2013	16	0	106	-0.4088	58.07178	-16.54145	18.67596	15.4707	117.58712	13.8787	3.0234	3.4322
16	4	2013	16	30	106	0.6421	56.01856	-22.82135	18.29786	15.15528	76.75431	13.24058	2.97413	2.33204
16	4	2013	17	0	106	1.0324	35.4096	-20.37877	17.84741	14.83623	46.6867	12.21553	2.92463	1.89223
16	4	2013	17	30	106	2.9091	46.25509	-32.91247	17.42951	14.52426	15.33829	10.42731	2.87651	-0.03259
16	4	2013	18	0	106	2.6428	23.69138	-24.81972	17.06019	14.25515	4.91809	9.31829	2.83514	0.19234
16	4	2013	18	30	106	2.99673	27.33238	-25.41632	16.24361	14.01571	1.51056	7.59115	2.79845	-0.19828
16	4	2013	19	0	106	2.84487	10.18694	-19.37901	15.67902	13.78437	-0.22631	6.48286	2.76314	-0.08173
16	4	2013	19	30	106	2.77407	9.61035	-17.98645	15.26383	13.53786	-0.28968	5.68658	2.72578	-0.04829
16	4	2013	20	0	106	2.62891	12.02933	-12.69238	14.92435	13.29819	-0.31778	5.21051	2.68963	0.06072
16	4	2013	20	30	106	4.0985	10.3757	-13.16458	14.54188	13.10411	-0.35705	4.69267	2.66035	-1.43815
16	4	2013	21	0	106	2.18392	6.65455	-9.30644	13.98958	12.89961	-0.45995	4.0309	2.62969	0.44577
16	4	2013	21	30	106	2.18392	6.54198	-5.87186	13.74883	12.7041	-0.48666	3.71676	2.60048	0.41656
16	4	2013	22	0	106	2.14428	8.22891	-13.66841	13.62503	12.56912	-0.42684	3.40015	2.58015	0.43588
16	4	2013	22	30	106	2.17742	7.35058	-7.73492	13.83147	12.44471	-0.44341	3.49267	2.56142	0.384
16	4	2013	23	0	106	2.17747	3.28335	-3.8126	13.63883	12.36174	-0.4818	3.23426	2.5487	0.37123
16	4	2013	23	30	106	2.17742	7.10238	-7.24759	13.81372	12.27377	-0.44269	3.64828	2.5353	0.35788
17	4	2013	0	0	107	2.18392	8.01764	-15.63629	14.23657	12.19642	-0.36409	4.21939	2.52345	0.33953
17	4	2013	0	30	107	2.2844	19.61099	-19.42204	14.73151	12.1494	-0.30061	4.72559	2.51596	0.23156
17	4	2013	1	0	107	2.1486	14.18559	-17.3383	14.38782	12.13577	-0.33667	4.1003	2.51325	0.36465
17	4	2013	1	30	107	2.17194	5.80731	-14.79106	14.33799	12.1232	-0.32235	3.5755	2.5107	0.33876
17	4	2013	2	0	107	2.9701	11.46998	-20.30869	14.35095	12.12881	-0.31964	3.34485	2.51075	-0.45935
17	4	2013	2	30	107	2.2287	4.48676	-22.44089	13.52165	12.06721	-0.41954	2.69732	2.5012	0.2725
17	4	2013	3	0	107	2.7683	5.1775	-17.13874	13.48073	11.87685	-0.4634	2.52718	2.47337	-0.29493
17	4	2013	3	30	107	1.9412	7.27773	-14.06673	13.73372	11.82077	-0.40762	2.45314	2.46467	0.52347
17	4	2013	4	0	107	2.17589	2.49642	-12.50408	13.26031	11.82398	0.12135	1.80471	2.46439	0.2885
17	4	2013	4	30	107	2.2844	-0.17878	-13.38738	12.35655	11.68842	6.40938	1.11622	2.44447	0.16007
17	4	2013	5	0	107	1.0837	3.47105	-9.83935	13.00864	11.58961	22.43854	1.41117	2.4298	1.3461
17	4	2013	5	30	107	-1.3508	6.52288	-2.74614	13.32707	11.65846	64.83699	1.50366	2.43877	3.78957
17	4	2013	6	0	107	-1.7667	12.00586	1.91549	13.7059	11.82411	87.61196	1.72655	2.46144	4.22814
17	4	2013	6	30	107	-6.779	27.42221	2.49627	14.33673	12.09455	200.35164	2.38384	2.49907	9.27807
17	4	2013	7	0	107	-5.3534	56.60677	5.30503	15.13646	12.49469	206.50507	3.82092	2.55552	7.90892
17	4	2013	7	30	107	-4.6266	51.73298	-0.19752	15.36588	12.89299	178.4463	4.22457	2.61217	7.23877
17	4	2013	8	0	107	-7.0369	66.94417	9.33029	15.93211	13.26557	248.79269	4.8489	2.66553	9.70243
17	4	2013	8	30	107	-7.1419	71.49899	8.6311	16.43767	13.70738	279.42477	5.62763	2.72946	9.87136
17	4	2013	9	0	107	-6.0265	80.26257	5.54967	16.83976	14.13887	271.41351	6.09304	2.7924	8.8189
17	4	2013	9	30	107	-6.6556	87.79468	-3.6726	17.20455	14.50056	271.16656	6.84019	2.84543	9.50103
17	4	2013	10	0	107	-10.681	120.80691	29.28644	17.77302	14.87043	520.87549	7.81641	2.90002	13.58102
17	4	2013	10	30	107	-12.8235	171.40388	51.58476	18.65207	15.66817	517.07593	9.5182	3.02005	15.84355
17	4	2013	11	0	107	-10.9961	142.36615	32.48989	19.1735	16.31605	500.67493	10.43716	3.1186	14.1147
17	4	2013	11	30	107	-12.7454	162.43903	47.35011	20.06499	17.00732	603.37488	11.67931	3.22499	15.97039
17	4	2013	12	0	107	-13.0137	203.35387	58.5692	20.9371	17.76684	630.73828	13.09948	3.34335	16.35704
17	4	2013	12	30	107	-11.2224	186.77078	49.98048	21.63374	18.50722	660.81281	14.59128	3.46002	14.68242
17	4	2013	13	0	107	-11.2789	180.23325	37.45725	22.01049	19.04525	550.93109	14.76335	3.54531	14.82421
17	4	2013	13	30	107	-11.3462	174.46837	33.88303	22.52768	19.35312	594.81897	15.24698	3.59393	14.94013
17	4	2013	14	0	107	-10.631	190.52353	34.07443	23.25308	19.96255	592.69525	16.47088	3.69183	14.32283
17	4	2013	14	30	107	-8.9421	156.93019	11.38263	23.51942	20.36823	479.7569	17.08493	3.75706	12.69916
17	4	2013	15	0	107	-8.9201	145.69136	-2.4843	23.61676	20.48584	401.99808	16.92061	3.77522	12.69532
17	4	2013	15	30	107	-8.9899	123.86143	-14.4583	23.42638	20.40281	300.38034	16.46421	3.76045	12.75035
17	4	2013	16	0	107	-4.6765	73.10394	-17.43139	23.05497	20.10013	219.31984	15.88204	3.7098	8.3863
17	4	2013	16	30	107	-3.1294	49.81061	-12.88817	22.96924	19.73863	176.89317	15.2107	3.64983	6.77923
17	4	2013	17	0	107	-1.2182	41.12666	-20.02931	22.65515	19.37844	105.37394	14.60618	3.5904	4.8086
17	4	2013	17	30	107	0.9442	34.82883	-25.29897	21.45335	18.86917	65.60914	12.75074	3.50739	2.56319
17	4	2013	18	0	107	1.86717	23.81542	-22.43409	20.54173	18.26889	22.12139	11.70163	3.41059	1.54343
17	4	2013	18	30	107	3.3657	17.62398	-27.67745	19.68648	17.6162	0.94753	10.46544	3.3065	-0.0592
17	4	2013	19	0	107	2.97071	7.72227	-14.7649	17.8074	16.99252	-0.22186	7.59437	3.20805	0.23734
17	4	2013	19	30	107	3.01701	10.7447	-24.54214	17.59486	16.39865	-0.23737	7.52419	3.11526	0.09825
17	4	2013	20	0	107	1.8761	9.17593	-21.35832	17.04358	15.89328	-0.22933	6.87544	3.03694	1.16084
17	4	2013	20	30	107	2.92288	6.36147	-14.64915	16.45727	15.46442	-0.24145	6.14484	2.97093	0.04805
17	4	2013	21	0	107	2.93966	9.17468	-15.6363	16.53576	15.11451	-0.24126	6.21014	2.91731	-0.02236
17	4	2013	21	30	107	2.93966	10.00168	-24.14604	16.55459	14.7968	-0.23626	6.39346	2.86887	-0.07079
17	4	2013	22	0	107	2.4979	10.97686	-27.95519	16.21557	14.46397	-0.24809	6.08906	2.81851	0.32061
17	4	2013	22	30	107	2.88457	4.4008	-12.54757	15.65609	14.16141	-0.30959	5.47387	2.77295	-0.11162
17	4	2013	23	0	107	2.66056	0.65135	-6.76704	15.04529	13.87672	-0.39024	4.83575	2.73031	0.06974
17	4	2013	23	30	107	3.01702	21.1711	-85.69179	16.96859	13.56856	-0.35268	7.01186	2.68451	-0.33251
18	4	2013	0	0	108	3.2922	26.32498	-64.54614	18.97562	13.41211	-0.5308	9.92741	2.66098	-0.63122
18	4	2013	0	30	108	3.5516	25.83548	-67.20612	18.6922	13.36932	-0.37455	9.81401	2.65397	-0.89763
18	4	2013	1	0	108	2.8472	16.83573	-45.76066	18.09209	13.29756	-0.23474	9.03573	2.64279	-0.20441
18	4	2013	1	30	108	2.4352	8.73311	-28.10668	17.50566	13.17156	-0.22484	8.25163	2.6238	0.1886
18	4	2013	2	0	108	3.1671	14.91678	-41.89584	17.14629	13.01304	-0.21075	7.66244	2.60021	-0.56689
18	4	2013	2	30	108	2.5669	12.63634	-39.83894	17.10327	12.88936	-0.2117	7.4775	2.58169	0.01479
18	4	2013	3	0	108	3.4768	14.15024	-49.64737	17.69306	12.83986	-0.22565	8.19874	2.57383	-0.90297
18	4	2013	3	30	108	4.2586	27.6287	-77.85197	17.78252	12.8567	-0.18532	8.21855	2.57545	-1.68315
18	4	2013	4	0	108	4.9627	26.26934	-55.16709	15.67143	12.91886	0.21233	5.51309	2.58355	-2.37915
18	4	2013	4	30	108	2.3414	22.23466	-47.07567	14.29826	12.81905	8.54064	4.28804	2.5685	0.2271
18	4	2013	5	0	108	1.7467	14.0369	-33.18367	13.81708	12.67408	28.99353	4.75258	2.54706	0.80036
18	4	2013	5	30	108	1.4108	30.26263	-19.70423	13.50945	12.59838	26.54922	4.62852	2.53553	1.12473
18	4	2013	6	0	108	-0.468	35.24551	-11.36897	13.33244	12.56308	58.73919	4.19204	2.52974	2.99774
18	4	2013	6	30	108	-3.7721	67.03076	-27.59074	13.01923	12.4834	141.91275	5.37023	2.51768	6.28978
18	4	2013	7	0	108	-9.7305	115.88809	20.87229	13.37788	12.34509	386.03143	6.70209	2.49738	12.22788
18	4	2013	7	30	108	-11.3614	145.26332	40.36787	13.47879	12.39982	449.90433	7.15212	2.50433	13.86573
18	4	2013	8	0	108	-11.1554	131.38541	61.06369	13.72468	12.5721	533.90851	7.32965	2.52793	13.68333
18	4	2013	8	30	108	-11.378	146.67679	81.2494	13.91815	12.87266	545.85785	7.72898	2.56985	13.94785
18	4	2013	9	0	108	-9.1378	147.71629	61.11012	13.65261	13.10935	516.60944	7.98031	2.60288	11.74068
18	4	2013	9	30	108	-12.1279	166.53032	99.27976	14.59841	13.33979	640.60663	9.3537	2.63516	14.76306
18	4	2013	10	0	108	-10.5949	165.85834	120.61219	14.96395	13.74959	760.46582	10.35479	2.69354	13.28844
18	4	2013	10	30	108	-11.6053	175.95255	142.81812	15.37676	14.26424	793.45966	10.71975	2.76773	14.37303
18	4	2013	11	0	108	-11.0028	178.80121	152.64717	15.62951	14.77736	805.07135	11.06071	2.84242	13.84522
18	4	2013	11	30	108	-12.8696	198.8414	154.01984	16.0213	15.26315	813.80652	11.29956	2.91372	15.78332
18	4	2013	12	0	108	-12.0535	199.53468	147.86626	16.25032	15.74509	797.86737	11.3127	2.98506	15.03856
18	4	2013	12	30	108	-10.8825	178.46487	140.06038	16.34573	16.09778	727.10321	11.48924	3.03738	13.91988
18	4	2013	13	0	108	-9.6235	168.46004	109.93398	16.14963	16.29022	569.53625	11.25589	3.06563	12.68913
18	4	2013	13	30	108	-10.452	168.05212	110.87507	16.40419	16.32559	600.62567	11.38839	3.07006	13.52206
18	4	2013	14	0	108	-10.4559	163.4102	93.06274	16.44969	16.45928	571.80414	11.38943	3.08945	13.54535
18	4	2013	14	30	108	-10.7192	165.95215	102.89282	16.7115	16.6098	601.87976	12.13449	3.11144	13.83064
18	4	2013	15	0	108	-7.2931	139.30774	51.19343	16.36614	16.64126	371.89386	12.01282	3.11528	10.40838
18	4	2013	15	30	108	-7.3916	113.26763	29.89699	16.08986	16.33433	356.86136	11.68397	3.06761	10.45921
18	4	2013	16	0	108	-7.7487	112.86167	16.98156	15.96515	16.11043	291.13116	11.62849	3.03276	10.78146
18	4	2013	16	30	108	-5.7927	86.92564	0.74238	15.68654	15.76866	243.28214	11.38045	2.98035	8.77304
18	4	2013	17	0	108	-4.2526	75.87562	-14.54432	15.47423	15.46373	184.22223	11.11924	2.93377	7.18637
18	4	2013	17	30	108	-1.4262	48.6406	-31.39081	15.11066	15.07537	95.50085	10.69336	2.87511	4.30131
18	4	2013	18	0	108	1.9743	30.24897	-42.46312	14.67448	14.60083	35.51299	10.17035	2.80425	0.82995
18	4	2013	18	30	108	2.9061	28.02154	-50.36423	14.18913	14.05703	4.86421	10.11857	2.724	-0.1821
18	4	2013	19	0	108	2.9132	21.2606	-47.30988	13.69898	13.54082	-0.0909	9.39856	2.64862	-0.26458
18	4	2013	19	30	108	2.3463	16.21537	-40.87035	13.24231	13.09337	-0.10582	8.7089	2.58385	0.23755
18	4	2013	20	0	108	3.119	15.02215	-43.67973	12.64869	12.69766	0.00705	7.93666	2.52702	-0.59198
