Cab	Cca	Cdm	Cw	Cs	N	rho_thermal	tau_thermal	Vcmo	m	Type	kV	Rdparam	Tparam	fqe	spectrum	rss	rs_thermal	cs	rhos	lambdas	LAI	hc	zo	d	LIDFa	LIDFb	leafwidth	z	Rin	Ta	Rli	p	ea	u	Ca	Oa	rb	Cd	CR	CD1	Psicor	CSSOIL	rbs	rwc	startDOY	endDOY	LAT	LON	timezn	tts	tto	psi	SMC	Tyear	beta	kNPQs	qLs	stressfactor	Cant	BSMBrightness	BSMlat	BSMlon	BallBerry0	
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000      30.488      14.321     264.993    1010.000      12.203       2.998     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      85.000       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000      56.925      14.880     266.139    1010.000      11.963       2.662     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      81.354       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     128.183      15.747     267.681    1010.000      11.965       2.781     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      77.178       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     115.086      16.613     274.452    1010.000      12.225       2.430     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      72.841       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     152.018      16.802     279.146    1010.000      12.512       2.393     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      68.378       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     182.504      17.498     284.398    1010.000      13.169       2.491     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      63.830       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     262.087      18.054     288.740    1010.000      13.873       2.332     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      59.246       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     239.995      18.822     294.952    1010.000      14.434       2.179     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      54.666       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     264.392      19.287     296.986    1010.000      14.951       2.035     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      50.147       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     388.254      20.362     298.718    1010.000      15.272       2.275     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      45.761       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     479.219      21.580     295.411    1009.933      15.256       1.961     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      41.586       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     714.892      22.668     305.396    1009.000      15.084       2.439     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      37.735       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     399.585      22.943     311.406    1009.000      14.599       2.618     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      34.356       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     565.374      23.816     310.150    1009.000      14.726       2.409     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      31.624       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     765.413      24.101     306.110    1009.000      14.070       3.592     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      29.740       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     892.399      25.093     305.948    1008.828      13.596       3.379     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      28.888       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     875.998      25.495     306.870    1008.000      13.791       3.597     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      29.163       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     874.483      25.942     310.052    1008.000      13.877       3.054     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      30.533       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     661.294      25.916     311.187    1007.966      14.190       3.538     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      32.850       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     746.628      26.635     314.680    1007.033      14.685       3.295     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      35.921       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     624.492      26.862     314.232    1007.000      14.649       2.847     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      39.550       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     641.667      26.949     311.740    1007.000      13.563       4.172     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      43.570       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     684.598      27.261     309.481    1006.933      13.618       3.817     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      47.860       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     578.862      27.789     309.907    1006.000      14.036       3.112     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      52.323       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     476.359      27.518     310.244    1006.000      14.097       3.511     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      56.875       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     343.300      27.465     309.518    1006.000      14.004       2.657     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      61.464       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     285.828      27.565     309.812    1005.097      14.004       2.514     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      66.039       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     163.998      27.008     309.234    1005.000      13.823       2.359     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      70.548       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000     181.215      27.216     313.156    1005.000      14.315       0.906     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      74.956       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000      70.484      26.445     303.658    1005.000      15.350       2.010     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      79.223       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000      24.794      23.203     295.857    1005.000      17.098       2.727     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      83.299       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000      12.247      22.234     295.513    1005.400      17.514       2.467     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      85.000       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000       0.000      21.374     295.056    1006.000      17.740       1.671     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      85.000       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000       0.000      20.594     304.851    1006.000      17.280       1.825     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      85.000       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000       0.000      20.317     299.692    1006.000      17.179       1.711     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      85.000       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000       0.000      20.012     298.414    1006.000      16.796       1.815     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      85.000       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000       0.000      20.492     298.365    1006.000      16.375       1.638     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      85.000       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000       0.000      20.491     300.250    1005.200      16.015       1.572     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      85.000       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
      80.000      20.000       0.012       0.009       0.000       1.400       0.010       0.010      60.000       8.000       0.000       0.640       0.015       0.200       0.010       1.000     500.000       0.060    1180.000    1800.000       1.550       3.000       2.000       0.246       1.340      -0.350      -0.150       0.100      10.000       0.000      20.381     305.082    1005.000      15.623       1.754     380.000     209.000      10.000       0.300       0.350      20.600       0.200       0.010      10.000       0.000     169.000     170.000      52.250       5.690       1.000      85.000       0.000      90.000       0.250      15.000       0.507       0.000       1.000       1.000       0.000       0.500      25.000      45.000       0.010
