 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000   0.00000  15.04419 264.89451 1012.00000  12.82209   1.57687 380.00000  85.00000  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000   0.00000  15.11586 264.96765 1012.00000  12.96419   1.96783 380.00000  85.00000  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000   0.00000  15.13033 264.49101 1012.00000  12.99113   1.86207 380.00000  85.00000  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000   0.00000  15.00839 264.55694 1012.00000  12.97317   2.01042 380.00000  85.00000  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000   0.00000  14.81552 264.10157 1011.13790  12.91644   2.35200 380.00000  85.00000  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000   0.00000  14.45167 263.25019 1011.00000  12.86086   2.49280 380.00000  85.00000  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000   0.00000  14.28548 263.65778 1011.00000  12.85964   2.62010 380.00000  85.00000  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000   0.00000  14.06517 264.16436 1011.00000  12.82134   2.42955 380.00000  85.00000  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000   0.00000  14.07067 265.30133 1011.00000  12.73490   2.45703 380.00000  85.00000  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000   9.55288  13.88936 265.62011 1010.70970  12.53325   2.82561 380.00000  85.00000  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000  30.48764  14.32138 264.99321 1010.00000  12.20301   2.99845 380.00000  85.00000  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000  56.92537  14.88033 266.13892 1010.00000  11.96252   2.66187 380.00000  81.35318  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 128.18312  15.74677 267.68139 1010.00000  11.96544   2.78129 380.00000  77.17792  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 115.08627  16.61276 274.45222 1010.00000  12.22502   2.43028 380.00000  72.83966  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 152.01799  16.80200 279.14649 1010.00000  12.51155   2.39317 380.00000  68.37725  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 182.50362  17.49807 284.39828 1010.00000  13.16923   2.49077 380.00000  63.82953  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 262.08652  18.05414 288.73995 1010.00000  13.87342   2.33162 380.00000  59.24387  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 239.99535  18.82167 294.95207 1010.00000  14.43440   2.17920 380.00000  54.66536  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 264.39226  19.28677 296.98575 1010.00000  14.95058   2.03535 380.00000  50.14670  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 388.25412  20.36241 298.71823 1010.00000  15.27194   2.27521 380.00000  45.75914  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 479.21927  21.57967 295.41069 1009.93330  15.25588   1.96127 380.00000  41.58552  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 714.89166  22.66774 305.39614 1009.00000  15.08447   2.43926 380.00000  37.73482  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 399.58463  22.94276 311.40577 1009.00000  14.59883   2.61841 380.00000  34.35480  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 565.37387  23.81600 310.14988 1009.00000  14.72597   2.40857 380.00000  31.62301  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 765.41334  24.10097 306.10969 1009.00000  14.07031   3.59216 380.00000  29.73994  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 892.39927  25.09310 305.94764 1008.82760  13.59590   3.37879 380.00000  28.88815  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 875.99782  25.49533 306.87000 1008.00000  13.79148   3.59693 380.00000  29.16289  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 874.48270  25.94161 310.05224 1008.00000  13.87675   3.05387 380.00000  30.53285  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 661.29402  25.91552 311.18702 1007.96550  14.19042   3.53772 380.00000  32.85146  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 746.62759  26.63533 314.68032 1007.03330  14.68457   3.29467 380.00000  35.92132  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 624.49191  26.86226 314.23172 1007.00000  14.64885   2.84732 380.00000  39.55031  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 641.66683  26.94931 311.74018 1007.00000  13.56261   4.17162 380.00000  43.57214  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 684.59850  27.26100 309.48071 1006.93330  13.61829   3.81683 380.00000  47.86134  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 578.86207  27.78936 309.90688 1006.00000  14.03619   3.11229 380.00000  52.32279  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 476.35932  27.51828 310.24428 1006.00000  14.09659   3.51055 380.00000  56.87678  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 343.30014  27.46533 309.51772 1006.00000  14.00403   2.65693 380.00000  61.46504  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 285.82752  27.56548 309.81238 1005.09680  14.00389   2.51368 380.00000  66.03905  
 80.00000  30.00000   3.00000   2.00000   0.24600   1.34000  10.00000 163.99769  27.00793 309.23426 1005.00000  13.82307   2.35897 380.00000  70.54956  
