16 !No of Header lines including this one    
c           
c spectral base: SPECTRA bands       
c           
c It contains soil single scattering albedo values (Omega)   
c           
c -99. in parameter b means that Hapke and soil moisture model should not be applied
c then file contains Lambertian reflectances      
c           
c in each column the parameters for a soil code is stored
c Soil code 1=Lt, 2=Lu, 3=L, 4=Ls, 5=Ls,    
c 6=Sl, 7=Sl, 8=S, 9=rock, 10=moor      
c           
c Code 30= litter used as background for meadows   
c Code 31= forest understorey; Code 90 = snow: Code 91 = 100% albedo     
c           
23 201 !No. of soils, no of bands 	
1		2		3		4		5		6		7		8		9		10		30		31		72		73		74		75		76		77		78		79		80		90		91		!soil code
0.840000	0.840000	0.840000	0.840000	0.840000	0.840000	0.840000	0.840000	0.840000	0.840000	-99.000000	-99.000000	-99.000000	-99.000000	-99.000000	-99.000000	-99.000000	-99.000000	-99.000000	-99.000000	-99.000000	-99.000000	-99.000000	!b
0.680000	0.680000	0.680000	0.680000	0.680000	0.680000	0.680000	0.680000	0.680000	0.680000	0.680000	0.680000	0.680000	0.680000	0.680000	0.680000	0.680000	0.680000	0.680000	0.680000	0.680000	0.680000	0.680000	!c
0.300000	0.300000	0.300000	0.300000	0.300000	0.300000	0.300000	0.300000	0.300000	0.300000	0.300000	0.300000	0.300000	0.300000	0.300000	0.300000	0.300000	0.300000	0.300000	0.300000	0.300000	0.300000	0.300000	!B0
0.230000	0.230000	0.230000	0.230000	0.230000	0.230000	0.230000	0.230000	0.230000	0.230000	0.230000	0.230000	0.230000	0.230000	0.230000	0.230000	0.230000	0.230000	0.230000	0.230000	0.230000	0.230000	0.230000	!h
0.213240	0.154760	0.161440	0.189390	0.257420	0.213710	0.321020	0.169120	0.310300	0.181780	0.039900	0.031700	0.022706	0.003193	0.013275	0.034209	0.003834	0.031940	0.000507	0.036901	0.004418	0.943000	1.000000		
0.217720	0.159220	0.166360	0.194060	0.261290	0.216930	0.323110	0.172770	0.313070	0.186590	0.040200	0.031900	0.026632	0.003395	0.013533	0.036176	0.004704	0.032457	0.000633	0.037515	0.004842	0.945000	1.000000		
0.225670	0.167130	0.175090	0.202330	0.268160	0.222980	0.326820	0.179250	0.317980	0.195120	0.041200	0.034400	0.030557	0.003598	0.013792	0.038143	0.005573	0.032973	0.000759	0.038129	0.005267	0.946000	1.000000		
0.236280	0.177510	0.186540	0.213170	0.277160	0.230920	0.331700	0.187760	0.324420	0.206300	0.042200	0.040600	0.034483	0.003800	0.014050	0.040110	0.006443	0.033490	0.000885	0.038743	0.005692	0.947000	1.000000		
0.250890	0.192080	0.202590	0.228390	0.289630	0.242080	0.338570	0.199720	0.333480	0.221980	0.043800	0.048300	0.038409	0.004002	0.014308	0.042077	0.007312	0.034007	0.001011	0.039357	0.006116	0.948000	1.000000		
0.264200	0.205380	0.217210	0.242430	0.301160	0.252270	0.344860	0.210650	0.341750	0.236270	0.046200	0.056500	0.042335	0.004204	0.014567	0.044044	0.008182	0.034523	0.001137	0.039972	0.006541	0.949000	1.000000		
0.272620	0.213810	0.226480	0.251200	0.308460	0.258730	0.348860	0.217590	0.347010	0.245310	0.047600	0.063500	0.046260	0.004407	0.014825	0.046011	0.009051	0.035040	0.001263	0.040586	0.006966	0.949000	1.000000		
0.279390	0.220580	0.233920	0.258250	0.314330	0.263940	0.352070	0.223170	0.351230	0.252580	0.048600	0.067200	0.050186	0.004609	0.015083	0.047978	0.009921	0.035991	0.001511	0.041813	0.007815	0.949000	1.000000		
0.288310	0.229520	0.243720	0.267530	0.322070	0.270800	0.356320	0.230530	0.356800	0.262150	0.050000	0.069300	0.054112	0.004811	0.015341	0.049945	0.010790	0.036073	0.001515	0.041814	0.007815	0.949000	1.000000		
0.301320	0.242560	0.258030	0.281070	0.333360	0.280830	0.362550	0.241300	0.364950	0.276290	0.052100	0.072000	0.057602	0.005527	0.017707	0.051637	0.011773	0.037394	0.002056	0.044522	0.009352	0.949000	1.000000		
